Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1769003393,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769003394,20,,Aggregated,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,1,0,165.40890000760555,165.40890000760555,165.40890000760555,165.40890000760555,109583.0
1769003395,60,,Aggregated,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,1,0,165.40890000760555,165.40890000760555,165.40890000760555,165.40890000760555,109583.0
1769003396,80,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003397,100,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003398,120,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003399,140,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003401,160,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003402,180,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003403,200,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003404,200,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003405,200,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003406,200,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003407,200,,Aggregated,0.000000,0.000000,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2,0,170.0,1406.2523500033421,165.40890000760555,2647.0957999990787,109583.0
1769003408,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003409,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003410,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003411,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003412,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003413,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003414,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003415,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003416,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003417,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
1769003418,200,,Aggregated,0.100000,0.000000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,22,0,13940.741500002332,12580.025109090704,165.40890000760555,13940.741500002332,109583.0
